id,country,recency,frequency,monetary,r,f,m,rfm_score,fm,segment
716706,KR,134,1,2996.82,2,1,3,213,2,hibernating
717612,KR,85,12,22001.82,3,5,5,355,5,loyal customers
717702,KR,274,3,5585.88,1,3,4,134,3,at risk
717888,KR,239,3,521.10,2,3,1,231,2,hibernating
717924,KR,71,3,54084.36,3,3,5,335,4,loyal customers
717930,KR,169,4,10863.72,2,3,4,234,3,at risk
718086,KR,1,33,108011.40,5,5,5,555,5,champions
718152,KR,1,180,177961.80,5,5,5,555,5,champions
718446,KR,71,5,7729.14,3,4,4,344,4,loyal customers
718500,KR,50,4,10580.70,4,3,4,434,3,potential loyalists
718686,KR,92,5,11696.22,3,4,4,344,4,loyal customers
718962,KR,148,9,24402.72,2,4,5,245,4,at risk
719022,KR,1,47,25196.10,5,5,5,555,5,champions
719166,KR,92,3,2648.34,3,3,3,333,3,need attention
719724,KR,281,2,3428.46,1,2,3,123,2,lost
720036,KR,71,2,3704.34,3,2,3,323,2,about to sleep
720672,KR,92,5,13130.34,3,4,4,344,4,loyal customers
720708,KR,22,41,34113.90,4,5,5,455,5,loyal customers
720840,KR,267,3,0.00,1,3,1,131,2,lost
721512,KR,29,23,8821.08,4,5,4,454,4,loyal customers
721590,KR,43,1,616.26,4,1,1,411,1,promising
721656,KR,15,4,5482.92,5,3,4,534,3,potential loyalists
722280,KR,365,1,409.26,1,1,1,111,1,lost
722418,KR,344,1,1262.40,1,1,2,112,1,lost
722658,KR,295,1,1206.78,1,1,2,112,1,lost
723180,KR,169,10,9822.48,2,5,4,254,4,at risk
723192,KR,43,4,2590.08,4,3,3,433,3,potential loyalists
723390,KR,8,40,65231.40,5,5,5,555,5,champions
723552,KR,113,6,6745.44,3,4,4,344,4,loyal customers
723822,KR,365,1,2537.82,1,1,3,113,2,lost
723996,KR,8,3,3632.88,5,3,3,533,3,potential loyalists
724080,KR,57,9,23572.02,3,4,5,345,4,loyal customers
724974,KR,1,134,459936.54,5,5,5,555,5,champions
725136,KR,71,7,8778.18,3,4,4,344,4,loyal customers
725742,KR,253,3,809.46,1,3,1,131,2,lost
726450,KR,302,2,2434.56,1,2,3,123,2,lost
726888,CN,71,3,3750.84,3,3,3,333,3,need attention
726900,CN,22,2,5965.32,4,2,4,424,3,potential loyalists
727194,CN,64,1,1832.94,3,1,2,312,1,about to sleep
727374,CN,302,1,1801.08,1,1,2,112,1,lost
728166,CN,1,14,51583.62,5,5,5,555,5,champions
728472,CN,127,1,123.12,2,1,1,211,1,lost
728610,CN,190,3,4544.76,2,3,3,233,3,at risk
728640,CN,267,1,4432.68,1,1,3,113,2,lost
728868,CN,15,22,85988.46,5,5,5,555,5,champions
729474,CN,344,4,5243.52,1,3,4,134,3,at risk
729666,CN,148,1,5192.40,2,1,4,214,2,hibernating
730284,KR,29,8,22839.60,4,4,5,445,4,loyal customers
730908,CN,15,13,16706.64,5,5,5,555,5,champions
731118,CN,351,1,2243.04,1,1,3,113,2,lost
731514,MM,365,2,1803.90,1,2,2,122,2,lost
731664,VN,8,61,120280.50,5,5,5,555,5,champions
731670,VN,22,7,21274.14,4,4,5,445,4,loyal customers
731772,VN,274,2,9047.64,1,2,4,124,3,at risk
731814,VN,169,5,6370.56,2,4,4,244,4,at risk
732102,VN,57,1,169.14,3,1,1,311,1,about to sleep
732210,VN,22,1,537.60,4,1,1,411,1,promising
732258,VN,141,1,17005.50,2,1,5,215,3,at risk
732348,VN,183,3,2633.88,2,3,3,233,3,at risk
732420,VN,281,4,787.02,1,3,1,131,2,lost
732474,VN,1,8,14325.24,5,4,5,545,4,loyal customers
732504,VN,239,1,277.68,2,1,1,211,1,lost
732522,VN,120,2,2326.68,3,2,3,323,2,about to sleep
732558,VN,162,1,385.26,2,1,1,211,1,lost
732576,VN,295,2,0.00,1,2,1,121,1,lost
732744,VN,260,1,202.50,1,1,1,111,1,lost
732750,VN,218,2,15771.00,2,2,5,225,3,at risk
732816,VN,302,1,268.74,1,1,1,111,1,lost
732936,VN,8,17,86741.22,5,5,5,555,5,champions
733140,VN,57,12,18547.14,3,5,5,355,5,loyal customers
733200,VN,148,2,578.64,2,2,1,221,1,lost
733290,VN,99,3,19481.04,3,3,5,335,4,loyal customers
733470,VN,295,1,268.80,1,1,1,111,1,lost
733524,VN,36,2,78440.28,4,2,5,425,3,potential loyalists
733608,VN,15,13,3938.94,5,5,3,553,4,loyal customers
733632,VN,71,9,8236.98,3,4,4,344,4,loyal customers
733896,VN,43,3,7071.54,4,3,4,434,3,potential loyalists
733944,VN,29,5,8954.40,4,4,4,444,4,loyal customers
733974,VN,15,77,266737.56,5,5,5,555,5,champions
734064,VN,260,1,2211.54,1,1,2,112,1,lost
734244,VN,99,3,3448.32,3,3,3,333,3,need attention
734436,VN,8,3,2878.32,5,3,3,533,3,potential loyalists
734496,VN,29,11,36701.10,4,5,5,455,5,loyal customers
734670,VN,309,1,230.70,1,1,1,111,1,lost
734676,VN,36,14,12243.54,4,5,4,454,4,loyal customers
734754,VN,71,7,6015.12,3,4,4,344,4,loyal customers
734916,VN,36,2,1642.98,4,2,2,422,2,potential loyalists
734940,VN,15,35,64860.96,5,5,5,555,5,champions
735060,VN,8,24,89873.70,5,5,5,555,5,champions
735072,VN,8,42,25029.24,5,5,5,555,5,champions
735096,VN,8,15,69057.42,5,5,5,555,5,champions
735126,VN,1,8,8347.80,5,4,4,544,4,loyal customers
735138,VN,29,2,1802.16,4,2,2,422,2,potential loyalists
735222,VN,351,1,114.12,1,1,1,111,1,lost
735276,VN,8,37,66823.20,5,5,5,555,5,champions
735318,VN,78,3,9983.34,3,3,4,334,3,need attention
735330,VN,50,4,3133.62,4,3,3,433,3,potential loyalists
735522,VN,29,8,10971.84,4,4,4,444,4,loyal customers
735702,VN,22,1,537.60,4,1,1,411,1,promising
735882,VN,57,4,5751.42,3,3,4,334,3,need attention
736032,VN,43,2,1209.24,4,2,2,422,2,potential loyalists
736164,VN,253,1,384.84,1,1,1,111,1,lost
736266,VN,1,74,138472.38,5,5,5,555,5,champions
736362,VN,1,1,1014.06,5,1,2,512,1,new customers
736434,VN,1,20,75944.94,5,5,5,555,5,champions
736500,VN,1,73,143266.62,5,5,5,555,5,champions
736650,VN,36,18,32094.30,4,5,5,455,5,loyal customers
736800,VN,22,16,11160.84,4,5,4,454,4,loyal customers
736914,VN,29,2,4531.92,4,2,3,423,2,potential loyalists
736944,VN,50,1,3253.56,4,1,3,413,2,potential loyalists
737022,VN,365,1,268.80,1,1,1,111,1,lost
737076,VN,358,1,2211.54,1,1,2,112,1,lost
737190,VN,36,10,15721.08,4,5,5,455,5,loyal customers
737298,VN,120,4,9129.18,3,3,4,334,3,need attention
737454,VN,253,1,1126.50,1,1,2,112,1,lost
737598,VN,8,34,45265.50,5,5,5,555,5,champions
737604,VN,113,2,2261.40,3,2,3,323,2,about to sleep
737832,VN,246,3,7973.52,1,3,4,134,3,at risk
737874,VN,78,8,6555.72,3,4,4,344,4,loyal customers
737910,VN,1,6,21823.50,5,4,5,545,4,loyal customers
737970,VN,57,8,1926.48,3,4,2,342,3,need attention
738000,VN,22,17,93299.64,4,5,5,455,5,loyal customers
738150,VN,57,15,12239.82,3,5,4,354,4,loyal customers
738240,VN,36,8,25936.26,4,4,5,445,4,loyal customers
738330,VN,267,1,268.80,1,1,1,111,1,lost
738354,VN,22,13,16413.42,4,5,5,455,5,loyal customers
738360,VN,22,7,4293.12,4,4,3,443,3,potential loyalists
738666,VN,8,64,13685.76,5,5,4,554,4,loyal customers
738720,VN,29,4,4101.96,4,3,3,433,3,potential loyalists
738732,VN,302,1,1126.50,1,1,2,112,1,lost
738930,VN,78,6,1737.54,3,4,2,342,3,need attention
738936,VN,36,16,31407.36,4,5,5,455,5,loyal customers
738960,VN,57,1,2052.00,3,1,2,312,1,about to sleep
738972,VN,337,1,407.22,1,1,1,111,1,lost
739020,VN,71,1,3347.10,3,1,3,313,2,about to sleep
739308,VN,22,18,45267.60,4,5,5,455,5,loyal customers
739380,VN,8,39,83533.50,5,5,5,555,5,champions
739422,VN,8,14,29696.40,5,5,5,555,5,champions
739470,VN,1,31,65318.40,5,5,5,555,5,champions
739620,VN,8,21,28164.06,5,5,5,555,5,champions
739722,VN,36,5,5680.20,4,4,4,444,4,loyal customers
739812,VN,316,1,268.80,1,1,1,111,1,lost
740358,VN,190,1,2472.24,2,1,3,213,2,hibernating
740478,VN,8,11,4476.30,5,5,3,553,4,loyal customers
740742,VN,29,7,3574.26,4,4,3,443,3,potential loyalists
740838,VN,148,1,921.66,2,1,1,211,1,lost
740844,VN,8,25,32579.88,5,5,5,555,5,champions
740898,VN,57,4,3753.96,3,3,3,333,3,need attention
740994,VN,1,52,62775.18,5,5,5,555,5,champions
741126,VN,29,7,32762.64,4,4,5,445,4,loyal customers
741168,VN,22,37,37199.46,4,5,5,455,5,loyal customers
741252,VN,113,1,364.92,3,1,1,311,1,about to sleep
741432,VN,50,1,385.26,4,1,1,411,1,promising
741438,VN,148,11,18091.44,2,5,5,255,5,at risk
741522,VN,1,4,2924.34,5,3,3,533,3,potential loyalists
741582,VN,15,35,39982.86,5,5,5,555,5,champions
741666,VN,22,23,11282.10,4,5,4,454,4,loyal customers
741936,VN,99,4,5630.10,3,3,4,334,3,need attention
742032,VN,155,1,1127.70,2,1,2,212,1,lost
742146,VN,50,5,8684.64,4,4,4,444,4,loyal customers
742272,VN,148,1,618.06,2,1,1,211,1,lost
742290,VN,197,2,3921.30,2,2,3,223,2,hibernating
742308,VN,148,3,3379.62,2,3,3,233,3,at risk
742596,VN,1,51,37752.84,5,5,5,555,5,champions
742662,VN,15,7,3463.68,5,4,3,543,3,potential loyalists
742782,VN,29,10,7642.62,4,5,4,454,4,loyal customers
743094,VN,8,23,20833.80,5,5,5,555,5,champions
743226,VN,43,5,6236.28,4,4,4,444,4,loyal customers
743460,VN,134,1,4423.08,2,1,3,213,2,hibernating
743496,VN,22,17,41851.02,4,5,5,455,5,loyal customers
743574,VN,78,2,554.64,3,2,1,321,1,about to sleep
744054,VN,50,9,7507.38,4,4,4,444,4,loyal customers
744066,VN,148,2,12128.34,2,2,4,224,3,at risk
744372,VN,1,122,839647.44,5,5,5,555,5,champions
744552,VN,120,5,664.86,3,4,1,341,2,about to sleep
744600,VN,22,30,22218.78,4,5,5,455,5,loyal customers
744942,VN,15,10,21376.92,5,5,5,555,5,champions
745044,VN,64,3,2554.50,3,3,3,333,3,need attention
745074,VN,8,6,9837.42,5,4,4,544,4,loyal customers
745260,VN,260,3,7621.08,1,3,4,134,3,at risk
745692,VN,1,75,54870.78,5,5,5,555,5,champions
745836,VN,1,6,9296.04,5,4,4,544,4,loyal customers
745860,VN,71,22,26052.78,3,5,5,355,5,loyal customers
745920,VN,1,30,25223.70,5,5,5,555,5,champions
746004,VN,22,11,21924.60,4,5,5,455,5,loyal customers
746058,VN,253,4,16717.80,1,3,5,135,4,at risk
746208,VN,162,2,878.58,2,2,1,221,1,lost
746226,VN,225,1,617.46,2,1,1,211,1,lost
746454,VN,169,10,36996.06,2,5,5,255,5,at risk
746538,VN,218,1,1780.80,2,1,2,212,1,lost
746550,VN,8,13,13300.44,5,5,4,554,4,loyal customers
746562,VN,15,7,4331.10,5,4,3,543,3,potential loyalists
746568,VN,8,28,23519.16,5,5,5,555,5,champions
746640,VN,29,1,618.06,4,1,1,411,1,promising
746646,VN,1,6,2963.94,5,4,3,543,3,potential loyalists
746760,VN,162,1,895.32,2,1,1,211,1,lost
747078,VN,71,18,5588.64,3,5,4,354,4,loyal customers
747120,VN,183,2,770.10,2,2,1,221,1,lost
747168,VN,8,2,299.88,5,2,1,521,1,new customers
747192,VN,64,3,3825.36,3,3,3,333,3,need attention
747672,VN,1,43,137028.06,5,5,5,555,5,champions
747684,VN,50,20,52340.70,4,5,5,455,5,loyal customers
747876,VN,358,1,1126.50,1,1,2,112,1,lost
747936,VN,36,21,8065.98,4,5,4,454,4,loyal customers
747948,VN,176,1,112.62,2,1,1,211,1,lost
748458,VN,8,7,5051.10,5,4,4,544,4,loyal customers
748518,VN,106,2,2395.44,3,2,3,323,2,about to sleep
748524,VN,8,15,122149.98,5,5,5,555,5,champions
748548,VN,64,8,16983.96,3,4,5,345,4,loyal customers
748584,VN,29,27,68558.70,4,5,5,455,5,loyal customers
748722,VN,260,3,18024.36,1,3,5,135,4,at risk
748866,VN,365,1,1024.98,1,1,2,112,1,lost
748932,VN,295,1,615.78,1,1,1,111,1,lost
749004,VN,267,2,4404.48,1,2,3,123,2,lost
749118,VN,15,12,5221.92,5,5,4,554,4,loyal customers
749748,VN,15,8,13733.76,5,4,4,544,4,loyal customers
749892,VN,92,3,2638.56,3,3,3,333,3,need attention
750036,VN,295,1,8848.80,1,1,4,114,2,lost
750090,VN,36,19,23566.44,4,5,5,455,5,loyal customers
750372,VN,29,21,53353.38,4,5,5,455,5,loyal customers
750468,VN,134,1,616.38,2,1,1,211,1,lost
750498,VN,29,31,44820.12,4,5,5,455,5,loyal customers
750696,VN,127,5,2616.84,2,4,3,243,3,at risk
750840,VN,127,2,3179.70,2,2,3,223,2,hibernating
751446,VN,8,18,11946.78,5,5,4,554,4,loyal customers
751482,VN,1,88,37636.02,5,5,5,555,5,champions
751746,VN,71,1,1837.14,3,1,2,312,1,about to sleep
751758,VN,8,4,17215.80,5,3,5,535,4,loyal customers
751920,VN,15,4,1204.02,5,3,2,532,2,potential loyalists
751998,VN,29,29,56878.98,4,5,5,455,5,loyal customers
752352,VN,8,35,76351.32,5,5,5,555,5,champions
752358,VN,29,17,50295.42,4,5,5,455,5,loyal customers
752394,VN,1,4,14451.18,5,3,5,535,4,loyal customers
752466,VN,78,1,285.66,3,1,1,311,1,about to sleep
752526,VN,8,21,13211.88,5,5,4,554,4,loyal customers
752808,VN,162,1,1127.70,2,1,2,212,1,lost
752838,VN,85,1,385.26,3,1,1,311,1,about to sleep
752952,VN,36,2,546.12,4,2,1,421,1,promising
752994,VN,1,7,11919.78,5,4,4,544,4,loyal customers
753258,VN,85,1,1026.00,3,1,2,312,1,about to sleep
753372,VN,22,5,2654.94,4,4,3,443,3,potential loyalists
753582,VN,99,23,74459.40,3,5,5,355,5,loyal customers
753792,VN,260,5,17643.36,1,4,5,145,4,at risk
753888,VN,190,3,803.52,2,3,1,231,2,hibernating
754062,VN,29,1,751.80,4,1,1,411,1,promising
754476,VN,15,8,9925.98,5,4,4,544,4,loyal customers
754818,VN,323,1,1024.62,1,1,2,112,1,lost
754836,VN,29,51,30181.74,4,5,5,455,5,loyal customers
755502,MM,71,1,14544.00,3,1,5,315,3,need attention
755682,CN,225,2,4158.36,2,2,3,223,2,hibernating
755724,CN,134,2,1354.44,2,2,2,222,2,hibernating
756216,CN,274,1,1220.70,1,1,2,112,1,lost
756594,CN,239,3,2494.86,2,3,3,233,3,at risk
757332,KR,15,50,32956.80,5,5,5,555,5,champions
757506,VN,8,11,19447.14,5,5,5,555,5,champions
757896,CN,8,83,22863.90,5,5,5,555,5,champions
757986,CN,78,1,199.62,3,1,1,311,1,about to sleep
758052,CN,36,1,1224.84,4,1,2,412,1,promising
758142,CN,323,1,379.50,1,1,1,111,1,lost
758154,MM,22,13,9571.86,4,5,4,454,4,loyal customers
758232,CN,169,3,1057.14,2,3,2,232,2,hibernating
758694,CN,155,1,790.26,2,1,1,211,1,lost
758778,CN,64,7,17220.06,3,4,5,345,4,loyal customers
759750,CN,176,3,12907.50,2,3,4,234,3,at risk
760530,CN,183,1,1224.78,2,1,2,212,1,lost
760932,CN,330,1,2238.66,1,1,3,113,2,lost
761334,CN,302,3,967.32,1,3,1,131,2,lost
761766,CN,148,2,2594.16,2,2,3,223,2,hibernating
762348,CN,85,5,21427.68,3,4,5,345,4,loyal customers
762438,CN,43,3,10238.76,4,3,4,434,3,potential loyalists
763782,KR,1,41,70848.06,5,5,5,555,5,champions
764370,CN,260,1,622.32,1,1,1,111,1,lost
764388,VN,15,1,1126.56,5,1,2,512,1,new customers
764904,CN,92,5,4811.70,3,4,3,343,3,need attention
764988,CN,295,2,2432.58,1,2,3,123,2,lost
765120,CN,323,2,1787.76,1,2,2,122,2,lost
765240,CN,281,1,624.48,1,1,1,111,1,lost
765360,CN,71,3,10002.90,3,3,4,334,3,need attention
765594,CN,36,2,2447.16,4,2,3,423,2,potential loyalists
765942,KR,8,32,51345.66,5,5,5,555,5,champions
765978,KR,92,3,10285.86,3,3,4,334,3,need attention
766020,CN,64,8,6084.66,3,4,4,344,4,loyal customers
766104,KR,8,6,14564.04,5,4,5,545,4,loyal customers
766122,KR,169,5,10869.24,2,4,4,244,4,at risk
766206,CN,323,1,5985.60,1,1,4,114,2,lost
766332,MM,134,1,384.00,2,1,1,211,1,lost
766338,CN,8,7,14895.06,5,4,5,545,4,loyal customers
766728,VN,155,6,2372.16,2,4,3,243,3,at risk
766776,CN,22,3,4683.48,4,3,3,433,3,potential loyalists
766962,KR,204,2,6306.36,2,2,4,224,3,at risk
767214,CN,274,2,823.38,1,2,1,121,1,lost
768270,CN,78,4,2424.48,3,3,3,333,3,need attention
768366,CN,15,4,472.56,5,3,1,531,2,potential loyalists
768492,VN,1,42,36493.02,5,5,5,555,5,champions
769074,CN,99,2,2271.24,3,2,3,323,2,about to sleep
769446,KR,1,5,4482.12,5,4,3,543,3,potential loyalists
769458,KR,155,3,8733.78,2,3,4,234,3,at risk
769788,KR,15,8,1402.80,5,4,2,542,3,potential loyalists
769812,CN,323,2,2421.24,1,2,3,123,2,lost
770364,CN,358,2,4118.76,1,2,3,123,2,lost
771774,CN,183,1,1819.38,2,1,2,212,1,lost
771906,CN,148,1,303.54,2,1,1,211,1,lost
772908,CN,22,5,28381.80,4,4,5,445,4,loyal customers
773208,CN,155,3,5458.14,2,3,4,234,3,at risk
773238,KR,113,1,95.22,3,1,1,311,1,about to sleep
773754,CN,267,2,245.16,1,2,1,121,1,lost
774846,VN,288,1,2963.70,1,1,3,113,2,lost
776202,KR,15,28,23926.20,5,5,5,555,5,champions
776214,KR,148,7,8643.42,2,4,4,244,4,at risk
776952,CN,225,3,2203.56,2,3,2,232,2,hibernating
777414,KR,29,5,10221.90,4,4,4,444,4,loyal customers
777600,KR,50,1,2992.08,4,1,3,413,2,potential loyalists
777618,CN,71,4,970.14,3,3,2,332,2,about to sleep
777654,CN,71,2,4018.56,3,2,3,323,2,about to sleep
777906,KR,22,41,49793.58,4,5,5,455,5,loyal customers
778128,CN,316,1,796.14,1,1,1,111,1,lost
779850,CN,113,3,6226.86,3,3,4,334,3,need attention
780024,MM,15,9,23897.64,5,4,5,545,4,loyal customers
780252,CN,288,1,3037.56,1,1,3,113,2,lost
780642,CN,365,1,3615.00,1,1,3,113,2,lost
781182,VN,141,8,18780.66,2,4,5,245,4,at risk
781296,CN,85,14,29829.84,3,5,5,355,5,loyal customers
781554,CN,267,1,989.28,1,1,2,112,1,lost
782178,CN,239,1,164.76,2,1,1,211,1,lost
782196,CN,176,1,364.14,2,1,1,211,1,lost
782526,CN,204,1,257.70,2,1,1,211,1,lost
784218,CN,288,2,2432.58,1,2,3,123,2,lost
784332,CN,218,1,425.52,2,1,1,211,1,lost
784746,VN,8,31,83893.14,5,5,5,555,5,champions
784764,KR,134,2,17418.72,2,2,5,225,3,at risk
784770,KR,302,1,1130.82,1,1,2,112,1,lost
785280,CN,134,6,6064.08,2,4,4,244,4,at risk
787092,KR,274,1,2212.74,1,1,3,113,2,lost
787128,VN,22,15,30020.88,4,5,5,455,5,loyal customers
787518,CN,15,7,11506.98,5,4,4,544,4,loyal customers
788364,CN,344,1,154.20,1,1,1,111,1,lost
788604,CN,141,3,1383.18,2,3,2,232,2,hibernating
788784,CN,141,2,1548.48,2,2,2,222,2,hibernating
788916,CN,253,3,4572.84,1,3,3,133,3,at risk
789024,CN,127,1,8134.56,2,1,4,214,2,hibernating
789054,VN,78,1,1115.70,3,1,2,312,1,about to sleep
789198,CN,22,1,392.10,4,1,1,411,1,promising
790152,KR,8,1,2996.82,5,1,3,513,2,potential loyalists
790392,KR,344,1,1818.00,1,1,2,112,1,lost
790956,VN,106,2,3345.90,3,2,3,323,2,about to sleep
791340,CN,8,8,15795.12,5,4,5,545,4,loyal customers
791400,KR,225,4,8589.72,2,3,4,234,3,at risk
791502,VN,8,24,49011.72,5,5,5,555,5,champions
791802,VN,8,36,65089.50,5,5,5,555,5,champions
792468,VN,239,1,544.32,2,1,1,211,1,lost
792522,VN,1,326,2677778.52,5,5,5,555,5,champions
793260,CN,155,1,418.02,2,1,1,211,1,lost
793266,KR,43,6,7493.28,4,4,4,444,4,loyal customers
793620,CN,302,1,5085.60,1,1,4,114,2,lost
794526,CN,15,18,96789.90,5,5,5,555,5,champions
794808,KR,71,2,2436.18,3,2,3,323,2,about to sleep
795288,CN,57,4,2929.44,3,3,3,333,3,need attention
795312,CN,176,4,948.60,2,3,1,231,2,hibernating
795432,KR,15,3,7192.08,5,3,4,534,3,potential loyalists
795498,CN,71,3,15974.22,3,3,5,335,4,loyal customers
795876,KR,8,27,17848.68,5,5,5,555,5,champions
795990,CN,43,12,41295.06,4,5,5,455,5,loyal customers
796146,CN,281,1,691.86,1,1,1,111,1,lost
796164,CN,8,2,989.40,5,2,2,522,2,potential loyalists
796374,VN,8,1,594.54,5,1,1,511,1,new customers
796398,VN,43,2,1155.78,4,2,2,422,2,potential loyalists
804186,KR,134,3,4954.86,2,3,4,234,3,at risk
804420,CN,239,1,690.96,2,1,1,211,1,lost
804756,CN,260,4,3337.14,1,3,3,133,3,at risk
805554,CN,29,2,914.04,4,2,1,421,1,promising
805770,CN,78,3,8544.90,3,3,4,334,3,need attention
805890,CN,29,1,2938.02,4,1,3,413,2,potential loyalists
805974,CN,169,3,832.62,2,3,1,231,2,hibernating
806736,CN,302,1,379.56,1,1,1,111,1,lost
806970,CN,15,1,2758.68,5,1,3,513,2,potential loyalists
807264,VN,120,4,12403.62,3,3,4,334,3,need attention
807978,CN,43,1,842.76,4,1,1,411,1,promising
808482,CN,15,11,8676.90,5,5,4,554,4,loyal customers
808488,CN,22,1,1177.14,4,1,2,412,1,promising
808926,CN,57,3,2456.46,3,3,3,333,3,need attention
809172,KR,1,88,144316.56,5,5,5,555,5,champions
809472,CN,92,2,2395.92,3,2,3,323,2,about to sleep
809706,CN,141,1,7277.52,2,1,4,214,2,hibernating
809718,CN,127,1,1265.10,2,1,2,212,1,lost
810036,CN,36,1,612.42,4,1,1,411,1,promising
810894,CN,197,6,11313.66,2,4,4,244,4,at risk
810936,MM,218,8,2726.28,2,4,3,243,3,at risk
811602,KR,22,4,4889.88,4,3,4,434,3,potential loyalists
811812,MM,29,24,75135.36,4,5,5,455,5,loyal customers
812022,VN,29,26,174945.72,4,5,5,455,5,loyal customers
812190,KR,113,4,7610.46,3,3,4,334,3,need attention
812514,CN,1,5,9520.80,5,4,4,544,4,loyal customers
812544,CN,1,35,28129.14,5,5,5,555,5,champions
812592,KR,29,7,5371.86,4,4,4,444,4,loyal customers
813594,KR,218,1,2921.04,2,1,3,213,2,hibernating
813786,CN,92,5,10382.88,3,4,4,344,4,loyal customers
814368,CN,50,3,566.58,4,3,1,431,2,potential loyalists
814428,CN,141,2,1415.52,2,2,2,222,2,hibernating
814482,CN,218,1,796.14,2,1,1,211,1,lost
814716,CN,8,3,5436.72,5,3,4,534,3,potential loyalists
814848,CN,288,3,3204.96,1,3,3,133,3,at risk
814902,CN,113,1,416.58,3,1,1,311,1,about to sleep
815202,CN,78,2,0.00,3,2,1,321,1,about to sleep
815394,CN,183,14,35857.86,2,5,5,255,5,at risk
815406,VN,8,2,2129.88,5,2,2,522,2,potential loyalists
815586,CN,162,1,835.56,2,1,1,211,1,lost
816372,CN,92,13,4193.70,3,5,3,353,4,loyal customers
816402,CN,22,3,2261.04,4,3,3,433,3,potential loyalists
816936,CN,15,1,745.50,5,1,1,511,1,new customers
817116,CN,134,3,1376.04,2,3,2,232,2,hibernating
817260,CN,22,8,10264.68,4,4,4,444,4,loyal customers
817296,CN,8,2,601.92,5,2,1,521,1,new customers
817488,CN,36,4,3395.16,4,3,3,433,3,potential loyalists
817932,CN,358,2,983.28,1,2,2,122,2,lost
818082,VN,57,2,5993.22,3,2,4,324,3,need attention
818586,VN,330,9,11109.24,1,4,4,144,4,at risk
818718,VN,1,17,22409.40,5,5,5,555,5,champions
818784,CN,358,1,796.98,1,1,1,111,1,lost
819204,KR,78,2,2673.36,3,2,3,323,2,about to sleep
819288,CN,29,5,6414.54,4,4,4,444,4,loyal customers
819396,VN,29,8,10630.98,4,4,4,444,4,loyal customers
819600,VN,57,5,1818.78,3,4,2,342,3,need attention
820302,KR,106,6,2036.58,3,4,2,342,3,need attention
820416,CN,162,1,1819.38,2,1,2,212,1,lost
821196,CN,330,1,459.30,1,1,1,111,1,lost
822108,VN,1,50,177594.72,5,5,5,555,5,champions
822126,CN,274,1,352.38,1,1,1,111,1,lost
823254,VN,1,77,22011.42,5,5,5,555,5,champions
823524,VN,64,9,13875.66,3,4,4,344,4,loyal customers
823692,KR,64,4,16268.76,3,3,5,335,4,loyal customers
823698,CN,1,199,383482.20,5,5,5,555,5,champions
823998,CN,267,1,2927.76,1,1,3,113,2,lost
824148,VN,1,23,45367.92,5,5,5,555,5,champions
824442,CN,148,1,1201.14,2,1,2,212,1,lost
824580,VN,85,3,1192.56,3,3,2,332,2,about to sleep
824724,CN,197,1,6129.54,2,1,4,214,2,hibernating
824850,KR,267,2,2405.94,1,2,3,123,2,lost
826002,KR,190,2,6607.92,2,2,4,224,3,at risk
826170,VN,365,1,1126.50,1,1,2,112,1,lost
827040,VN,148,3,1521.60,2,3,2,232,2,hibernating
827616,CN,71,2,796.86,3,2,1,321,1,about to sleep
827790,CN,288,1,392.10,1,1,1,111,1,lost
827976,VN,22,12,20955.00,4,5,5,455,5,loyal customers
828030,VN,71,5,1648.32,3,4,2,342,3,need attention
828222,VN,246,1,270.60,1,1,1,111,1,lost
828402,CN,358,1,1201.50,1,1,2,112,1,lost
828468,VN,1,22,34856.10,5,5,5,555,5,champions
828960,KR,246,1,197.22,1,1,1,111,1,lost
829026,VN,50,15,16316.64,4,5,5,455,5,loyal customers
829068,CN,120,6,9100.68,3,4,4,344,4,loyal customers
829158,VN,57,2,1733.76,3,2,2,322,2,about to sleep
829386,CN,15,1,2937.66,5,1,3,513,2,potential loyalists
830082,CN,92,5,20882.10,3,4,5,345,4,loyal customers
830946,CN,260,2,6075.12,1,2,4,124,3,at risk
831282,CN,29,10,19651.62,4,5,5,455,5,loyal customers
831798,CN,50,1,627.30,4,1,1,411,1,promising
832416,CN,204,1,418.02,2,1,1,211,1,lost
832446,CN,141,1,2441.40,2,1,3,213,2,hibernating
833196,MM,197,2,1167.84,2,2,2,222,2,hibernating
833994,CN,29,3,8288.22,4,3,4,434,3,potential loyalists
834444,VN,29,21,19890.54,4,5,5,455,5,loyal customers
834480,CN,29,1,1250.70,4,1,2,412,1,promising
834642,CN,316,1,2399.88,1,1,3,113,2,lost
836268,CN,309,1,993.36,1,1,2,112,1,lost
836850,CN,134,2,1483.26,2,2,2,222,2,hibernating
837048,CN,64,8,61066.56,3,4,5,345,4,loyal customers
837156,CN,50,13,31581.96,4,5,5,455,5,loyal customers
837174,CN,85,1,2090.10,3,1,2,312,1,about to sleep
837630,CN,106,5,27439.62,3,4,5,345,4,loyal customers
837984,MM,218,1,389.28,2,1,1,211,1,lost
837990,VN,29,9,12835.02,4,4,4,444,4,loyal customers
838134,KR,15,3,6141.06,5,3,4,534,3,potential loyalists
838260,CN,169,1,1774.56,2,1,2,212,1,lost
838344,CN,15,4,2355.66,5,3,3,533,3,potential loyalists
838434,CN,106,1,2915.94,3,1,3,313,2,about to sleep
